eid,raw_eid,highway
107337,587283870,service
40474,30762800,residential
40475,30762800,residential
65786,103406253,service
40476,30762800,residential
40477,30762800,residential
40478,30762800,residential
155978,1469727476,residential
40479,30762891,residential
40480,30762891,residential
40481,30762891,residential
40482,30762891,residential
134246,1016083909,residential
40487,30762894,primary
40488,30762894,primary
65987,106373504,primary
40489,30762911,residential
86592,283473009,primary
40490,30762911,residential
99161,450887580,primary
144785,1227455280,residential
40491,30763060,residential
77721,188516291,secondary
40492,30763060,residential
40493,30763060,residential
40495,30763060,residential
40496,30763060,residential
40497,30763288,residential
103350,539024113,residential
40498,30763288,residential
40499,30763288,residential
40500,30763288,residential
40501,30763288,residential
58020,64026113,residential
40507,30782312,service
137357,1091005154,service
40508,30782312,service
40523,30782314,service
40509,30782312,service
40527,30782315,service
40510,30782312,service
40531,30782317,service
40511,30782312,service
137371,1091005156,service
40516,30782313,service
40517,30782313,service
40518,30782313,service
40526,30782315,service
40519,30782313,service
137356,1091005154,service
40522,30782314,service
137365,1091005155,service
137366,1091005155,service
40530,30782317,service
137367,1091005155,service
40532,30782663,living_street
140861,1156136370,secondary
40533,30782663,living_street
40534,30782663,living_street
40535,30782663,living_street
40536,30782663,living_street
40537,30782663,living_street
132648,979322622,residential
40538,30782868,tertiary
45970,37099786,secondary
50976,44741374,primary
40539,30782868,tertiary
40540,30782868,tertiary
40541,30782868,tertiary
40542,30782868,tertiary
40543,30782868,tertiary
134839,1028942972,tertiary
40552,30782920,residential
40553,30782920,residential
40554,30782920,residential
40555,30782920,residential
40557,30782920,residential
40559,30782971,residential
40560,30782971,residential
40561,30782971,residential
40562,30782971,residential
40566,30782972,residential
40571,30782973,service
40572,30782973,service
40574,30782974,service
40576,30782975,service
40579,30783357,secondary
40580,30783357,secondary
50313,43328688,secondary
40581,30783512,service
40582,30783512,service
40583,30783512,service
40584,30783512,service
40585,30783512,service
138630,1117587343,service
40586,30783512,service
40587,30783512,service
40588,30783512,service
40589,30783512,service
40590,30783512,service
40591,30783512,service
40592,30783512,service
145654,1240713884,service
40600,30783538,service
144915,1228634099,service
40601,30783538,service
40602,30783538,service
40603,30783538,service
40604,30783538,service
40605,30783538,service
40606,30783538,service
144928,1228634103,service
40607,30795743,tertiary
40608,30795743,tertiary
40609,30795743,tertiary
40617,30795769,tertiary_link
40610,30795743,tertiary
40611,30795743,tertiary
40612,30795743,tertiary
137886,1097540282,tertiary
40613,30795745,tertiary
40614,30795745,tertiary
40615,30795745,tertiary
40616,30795769,tertiary_link
40618,30795837,primary
40619,30795837,primary
40620,30795837,primary
73697,162280839,primary
139943,1137828946,primary
40622,30797553,residential
40623,30797553,residential
40624,30797553,residential
87869,298932660,residential
40625,30798314,secondary_link
40630,30799138,secondary
40626,30798314,secondary_link
40627,30798314,secondary_link
40628,30798314,secondary_link
40629,30799132,primary_link
40631,30799138,secondary
40632,30799138,secondary
40633,30799138,secondary
40634,30799138,secondary
40635,30799138,secondary
40636,30799138,secondary
74820,169832941,secondary
40645,30799422,service
74818,169832938,unclassified
40646,30799422,service
40647,30799422,service
40648,30799422,service
116388,687899642,service
40649,30799422,service
40650,30799422,service
40651,30799422,service
40652,30799422,service
40654,30799481,trunk_link
40655,30799481,trunk_link
40656,30799481,trunk_link
40657,30799481,trunk_link
40658,30799481,trunk_link
40659,30799481,trunk_link
40660,30799481,trunk_link
40661,30799481,trunk_link
40662,30799481,trunk_link
40663,30799916,primary
120924,755837191,service
40664,30799916,primary
40665,30799916,primary
40666,30799916,primary
153910,1422177988,primary
40667,30800188,secondary
109986,625935867,primary
149957,1327930550,tertiary
109974,625935865,secondary
109983,625935866,primary
40672,30800498,residential
40673,30800498,residential
40674,30800498,residential
40675,30800498,residential
40676,30817021,residential
123997,827435609,secondary
40677,30817021,residential
40678,30817021,residential
140718,1152779820,residential
40679,30842575,trunk
107476,591370490,trunk
110639,633757740,trunk_link
40680,30842576,trunk
99093,449191792,trunk
103738,547064367,trunk_link
40687,30859458,service
40688,30859458,service
40689,30859458,service
40690,30859458,service
40691,30898325,living_street
73526,161286330,living_street
40692,30898325,living_street
40693,30898325,living_street
40694,30898325,living_street
40695,30898325,living_street
152553,1383786593,secondary
40698,30912845,service
40699,30912845,service
40704,30919055,secondary
40705,30919055,secondary
40706,30919055,secondary
40707,30919055,secondary
75580,172813510,secondary
76866,183689675,residential
40708,30919112,trunk
40709,30919112,trunk
40710,30919112,trunk
40711,30919112,trunk
141774,1183033633,trunk
40716,30983866,service
88398,299749927,primary
40717,30983866,service
40718,30983866,service
40719,30983866,service
98602,440502044,primary
40730,30983868,service
119231,727653184,primary
40731,30983868,service
40732,30983868,service
40733,30983868,service
40734,30983868,service
40735,30983868,service
40736,30983868,service
40737,30983868,service
40738,30983868,service
40739,30983868,service
40741,30983871,primary_link
40742,30983871,primary_link
40743,30983871,primary_link
40744,30983871,primary_link
40745,30983871,primary_link
40746,30983873,primary
40747,30983873,primary
40748,30983873,primary
119224,727653182,primary_link
40749,30983873,primary
40750,30983874,primary
40751,30983874,primary
119235,727727722,service
40752,30983874,primary
93691,362992006,primary_link
40753,30983874,primary
40754,30983874,primary
53993,52511513,primary
40757,31007804,service
89757,312203881,residential
40758,31007804,service
40759,31093472,residential
40760,31093472,residential
40761,31093472,residential
91859,336795945,residential
40763,31093494,residential
40764,31093494,residential
40765,31093494,residential
40766,31093494,residential
138749,1120665250,service
40767,31093494,residential
40768,31093494,residential
40769,31093494,residential
40770,31093494,residential
40771,31093494,residential
40772,31093494,residential
40773,31093494,residential
54501,53649849,residential
138552,1115336870,residential
40777,31093543,service
40778,31093543,service
40779,31093543,service
63127,85150203,living_street
40781,31093549,residential
40782,31093576,residential
112955,668520274,residential
40783,31093576,residential
40784,31093576,residential
40785,31093576,residential
40786,31093576,residential
40787,31093576,residential
40788,31093576,residential
40790,31093576,residential
113775,673853042,secondary
40792,31093614,living_street
40793,31093614,living_street
40794,31093614,living_street
40795,31093614,living_street
40796,31093614,living_street
40797,31093614,living_street
40798,31093614,living_street
85436,263366700,residential
40799,31093672,residential
66527,109400085,residential
40800,31093672,residential
40801,31093672,residential
40802,31093698,residential
89376,307329704,living_street
40803,31093698,residential
40804,31093698,residential
40805,31093698,residential
40806,31093698,residential
40807,31093698,residential
66618,109400106,primary
40819,31093710,residential
92743,349585980,service
40820,31093710,residential
40821,31093710,residential
40822,31093710,residential
92729,349585979,service
40823,31093710,residential
40824,31093710,residential
40825,31093710,residential
92712,349585978,service
40826,31093710,residential
40827,31093710,residential
63403,85735942,residential
63447,85735969,residential
103495,541336480,residential
40834,31093720,residential
40835,31093720,residential
90160,315818976,living_street
40836,31093720,residential
40837,31093720,residential
40838,31093720,residential
40839,31093720,residential
86682,284231622,primary
40840,31093777,living_street
134067,1015228657,living_street
40841,31140480,tertiary
53511,51510433,secondary
40842,31140480,tertiary
40843,31140480,tertiary
40844,31140480,tertiary
40845,31140480,tertiary
50894,44650208,living_street
89384,307333242,tertiary
40848,31140818,living_street
40864,31140860,living_street
40849,31140818,living_street
40856,31140842,living_street
40875,31140974,living_street
40857,31140842,living_street
40858,31140842,living_street
40859,31140842,living_street
40868,31140947,living_street
40860,31140842,living_street
40861,31140842,living_street
40866,31140860,living_street
40862,31140860,living_street
41090,31347844,living_street
110130,627548217,living_street
40863,31140860,living_street
40865,31140860,living_street
40876,31140974,living_street
40877,31140974,living_street
40878,31140974,living_street
40879,31140974,living_street
40880,31140974,living_street
110131,627548217,living_street
40886,31140981,residential
40887,31140981,residential
40888,31140981,residential
40889,31140997,residential
